ID,FromStationName,ToStationName
SEA00263,Cal Anderson Park / 11th Ave & Pine St,2nd Ave & Blanchard St
SEA00247,Cal Anderson Park / 11th Ave & Pine St,2nd Ave & Blanchard St
SEA00357,12th Ave & E Denny Way,Harvard Ave & E Pine St
SEA00203,12th Ave & E Denny Way,E Harrison St & Broadway Ave E
SEA00230,Westlake Ave & 6th Ave,1st Ave & Marion St
SEA00497,E Harrison St & Broadway Ave E,Summit Ave & E Denny Way
SEA00027,Lake Union Park / Valley St & Boren Ave N,Westlake Ave & 6th Ave
SEA00175,E Harrison St & Broadway Ave E,Key Arena / 1st Ave N & Harrison St
SEA00446,9th Ave N & Mercer St,Lake Union Park / Valley St & Boren Ave N
SEA00056,2nd Ave & Pine St,Seattle University / E Columbia St & 12th Ave
SEA00432,2nd Ave & Pine St,Seattle University / E Columbia St & 12th Ave
SEA00167,2nd Ave & Blanchard St,PATH / 9th Ave & Westlake Ave
SEA00492,2nd Ave & Blanchard St,PATH / 9th Ave & Westlake Ave
SEA00143,Dexter Ave N & Aloha St,Lake Union Park / Valley St & Boren Ave N
SEA00413,Key Arena / 1st Ave N & Harrison St,Key Arena / 1st Ave N & Harrison St
SEA00137,6th Ave S & S King St,Pier 69 / Alaskan Way & Clay St
SEA00281,Occidental Park / Occidental Ave S & S Washington St,Occidental Park / Occidental Ave S & S Washington St
SEA00410,Occidental Park / Occidental Ave S & S Washington St,Occidental Park / Occidental Ave S & S Washington St
SEA00368,Occidental Park / Occidental Ave S & S Washington St,Occidental Park / Occidental Ave S & S Washington St
SEA00380,3rd Ave & Broad St,PATH / 9th Ave & Westlake Ave
SEA00307,Lake Union Park / Valley St & Boren Ave N,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St
SEA00446,Lake Union Park / Valley St & Boren Ave N,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St
SEA00170,Key Arena / 1st Ave N & Harrison St,Republican St & Westlake Ave N
SEA00455,Bellevue Ave & E Pine St,2nd Ave & Spring St
SEA00466,1st Ave & Marion St,Pier 69 / Alaskan Way & Clay St
SEA00208,Key Arena / 1st Ave N & Harrison St,E Blaine St & Fairview Ave E
SEA00190,Summit Ave & E Denny Way,2nd Ave & Spring St
SEA00404,Dexter Ave N & Aloha St,PATH / 9th Ave & Westlake Ave
SEA00194,Eastlake Ave E & E Allison St,NE Pacific St/UW Medical Center
SEA00167,PATH / 9th Ave & Westlake Ave,Westlake Ave & 6th Ave
SEA00340,Dexter Ave N & Aloha St,Terry Ave & Stewart St
SEA00176,12th Ave & E Mercer St,2nd Ave & Spring St
SEA00017,Dexter Ave N & Aloha St,Terry Ave & Stewart St
SEA00324,Summit Ave E & E Republican St,Union St & 4th Ave
SEA00421,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,NE Pacific St/UW Medical Center
SEA00151,1st Ave & Marion St,9th Ave N & Mercer St
SEA00258,Summit Ave E & E Republican St,Republican St & Westlake Ave N
SEA00357,Harvard Ave & E Pine St,Bellevue Ave & E Pine St
SEA00174,Bellevue Ave & E Pine St,2nd Ave & Spring St
SEA00027,Westlake Ave & 6th Ave,Republican St & Westlake Ave N
SEA00038,12th Ave & E Denny Way,Cal Anderson Park / 11th Ave & Pine St
SEA00464,2nd Ave & Vine St,Occidental Park / Occidental Ave S & S Washington St
SEA00371,E Pine St & 16th Ave,Westlake Ave & 6th Ave
SEA00323,Occidental Park / Occidental Ave S & S Washington St,Pier 69 / Alaskan Way & Clay St
SEA00081,12th Ave & E Mercer St,Broadway and E Denny Way
SEA00115,Cal Anderson Park / 11th Ave & Pine St,Bellevue Ave & E Pine St
SEA00165,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,Pier 69 / Alaskan Way & Clay St
SEA00360,Summit Ave E & E Republican St,Harvard Ave & E Pine St
SEA00175,Key Arena / 1st Ave N & Harrison St,1st Ave & Marion St
SEA00282,15th Ave E & E Thomas St,Summit Ave & E Denny Way
SEA00243,Lake Union Park / Valley St & Boren Ave N,E Blaine St & Fairview Ave E
SEA00478,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,Pier 69 / Alaskan Way & Clay St
SEA00465,12th Ave & E Mercer St,City Hall / 4th Ave & James St
SEA00365,12th Ave & E Denny Way,E Harrison St & Broadway Ave E
SEA00172,15th Ave E & E Thomas St,2nd Ave & Pine St
SEA00419,Summit Ave & E Denny Way,E Blaine St & Fairview Ave E
SEA00086,12th Ave & E Denny Way,City Hall / 4th Ave & James St
SEA00380,PATH / 9th Ave & Westlake Ave,PATH / 9th Ave & Westlake Ave
SEA00115,Bellevue Ave & E Pine St,Westlake Ave & 6th Ave
SEA00403,Summit Ave & E Denny Way,7th Ave & Union St
SEA00226,REI / Yale Ave N & John St,Mercer St & 9th Ave N
SEA00391,Key Arena / 1st Ave N & Harrison St,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St
SEA00340,Terry Ave & Stewart St,Dexter Ave N & Aloha St
SEA00365,E Harrison St & Broadway Ave E,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St
SEA00007,Summit Ave E & E Republican St,9th Ave N & Mercer St
SEA00334,Summit Ave E & E Republican St,E Blaine St & Fairview Ave E
SEA00371,Westlake Ave & 6th Ave,Dexter Ave N & Aloha St
SEA00402,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,Pier 66 / Alaskan Way & Bell St
SEA00418,12th Ave & E Mercer St,Pine St & 9th Ave
SEA00095,2nd Ave & Vine St,King Street Station Plaza / 2nd Ave Extension S & S Jackson St
SEA00265,Eastlake Ave E & E Allison St,Lake Union Park / Valley St & Boren Ave N
SEA00199,E Pine St & 16th Ave,Occidental Park / Occidental Ave S & S Washington St
SEA00219,E Pine St & 16th Ave,REI / Yale Ave N & John St
SEA00393,Summit Ave & E Denny Way,3rd Ave & Broad St
SEA00184,E Blaine St & Fairview Ave E,Mercer St & 9th Ave N
SEA00340,Dexter Ave N & Aloha St,Westlake Ave & 6th Ave
SEA00349,Summit Ave E & E Republican St,REI / Yale Ave N & John St
SEA00035,Key Arena / 1st Ave N & Harrison St,1st Ave & Marion St
SEA00485,Cal Anderson Park / 11th Ave & Pine St,7th Ave & Union St
SEA00223,NE 47th St & 12th Ave NE,Republican St & Westlake Ave N
SEA00303,12th Ave & E Mercer St,Republican St & Westlake Ave N
SEA00203,E Harrison St & Broadway Ave E,Summit Ave & E Denny Way
SEA99997,8D OPS 02,8D OPS 02
SEA00384,E Pine St & 16th Ave,6th Ave & Blanchard St
SEA00196,Bellevue Ave & E Pine St,PATH / 9th Ave & Westlake Ave
SEA99997,8D OPS 02,8D OPS 02
SEA00013,12th Ave & E Denny Way,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St
SEA00086,City Hall / 4th Ave & James St,Republican St & Westlake Ave N
SEA00082,Thomas St & 5th Ave N,Terry Ave & Stewart St
SEA00391,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd
SEA00307,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd
SEA00417,Summit Ave E & E Republican St,2nd Ave & Spring St
SEA00446,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd
SEA00323,Pier 69 / Alaskan Way & Clay St,Pier 69 / Alaskan Way & Clay St
SEA00137,Pier 69 / Alaskan Way & Clay St,Pier 69 / Alaskan Way & Clay St
SEA00445,Dexter Ave N & Aloha St,Republican St & Westlake Ave N
SEA00457,3rd Ave & Broad St,2nd Ave & Spring St
SEA00190,2nd Ave & Spring St,2nd Ave & Spring St
SEA00274,2nd Ave & Spring St,2nd Ave & Spring St
SEA00124,E Pine St & 16th Ave,Eastlake Ave E & E Allison St
SEA00165,Pier 69 / Alaskan Way & Clay St,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail
SEA00492,PATH / 9th Ave & Westlake Ave,6th Ave S & S King St
SEA00209,Cal Anderson Park / 11th Ave & Pine St,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St
SEA00380,PATH / 9th Ave & Westlake Ave,6th Ave S & S King St
SEA00239,12th Ave & E Mercer St,PATH / 9th Ave & Westlake Ave
SEA00369,Cal Anderson Park / 11th Ave & Pine St,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St
SEA00131,Bellevue Ave & E Pine St,REI / Yale Ave N & John St
SEA00316,12th Ave & E Mercer St,King Street Station Plaza / 2nd Ave Extension S & S Jackson St
SEA00257,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,Pier 69 / Alaskan Way & Clay St
SEA00037,Summit Ave E & E Republican St,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St
SEA00175,1st Ave & Marion St,Occidental Park / Occidental Ave S & S Washington St
SEA00488,E Pine St & 16th Ave,Westlake Ave & 6th Ave
SEA00416,E Harrison St & Broadway Ave E,9th Ave N & Mercer St
SEA00433,Summit Ave E & E Republican St,Westlake Ave & 6th Ave
SEA00254,PATH / 9th Ave & Westlake Ave,9th Ave N & Mercer St
SEA00421,NE Pacific St/UW Medical Center,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE
SEA00357,Bellevue Ave & E Pine St,2nd Ave & Pine St
SEA00074,12th Ave & E Mercer St,Occidental Park / Occidental Ave S & S Washington St
SEA00143,Lake Union Park / Valley St & Boren Ave N,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St
SEA00265,Lake Union Park / Valley St & Boren Ave N,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St
SEA00198,Lake Union Park / Valley St & Boren Ave N,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St
SEA00350,12th Ave & E Mercer St,2nd Ave & Spring St
SEA00305,Lake Union Park / Valley St & Boren Ave N,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St
SEA00057,Lake Union Park / Valley St & Boren Ave N,6th Ave & Blanchard St
SEA00468,E Pine St & 16th Ave,Pine St & 9th Ave
SEA00233,PATH / 9th Ave & Westlake Ave,Cal Anderson Park / 11th Ave & Pine St
SEA00268,E Harrison St & Broadway Ave E,1st Ave & Marion St
SEA00188,2nd Ave & Blanchard St,3rd Ave & Broad St
SEA00396,Pier 69 / Alaskan Way & Clay St,Occidental Park / Occidental Ave S & S Washington St
SEA00451,Summit Ave & E Denny Way,PATH / 9th Ave & Westlake Ave
SEA00349,REI / Yale Ave N & John St,Westlake Ave & 6th Ave
SEA00115,Westlake Ave & 6th Ave,Republican St & Westlake Ave N
SEA00488,Westlake Ave & 6th Ave,Mercer St & 9th Ave N
SEA00494,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,UW Intramural Activities Building
SEA00244,2nd Ave & Pine St,Thomas St & 5th Ave N
SEA00357,2nd Ave & Pine St,Thomas St & 5th Ave N
SEA00027,Republican St & Westlake Ave N,Westlake Ave & 6th Ave
SEA00396,Occidental Park / Occidental Ave S & S Washington St,1st Ave & Marion St
SEA00419,E Blaine St & Fairview Ave E,PATH / 9th Ave & Westlake Ave
SEA00429,E Pine St & 16th Ave,Pine St & 9th Ave
SEA00284,E Pine St & 16th Ave,Pine St & 9th Ave
SEA00412,E Pine St & 16th Ave,Pine St & 9th Ave
SEA00407,Pier 66 / Alaskan Way & Bell St,NE 47th St & 12th Ave NE
SEA00402,Pier 66 / Alaskan Way & Bell St,NE 47th St & 12th Ave NE
SEA00025,6th Ave & Blanchard St,6th Ave & Blanchard St
SEA00015,6th Ave & Blanchard St,6th Ave & Blanchard St
SEA00051,2nd Ave & Blanchard St,3rd Ave & Broad St
SEA00370,2nd Ave & Blanchard St,2nd Ave & Spring St
SEA00263,2nd Ave & Blanchard St,2nd Ave & Spring St
SEA00160,City Hall / 4th Ave & James St,Lake Union Park / Valley St & Boren Ave N
SEA00057,6th Ave & Blanchard St,Pier 69 / Alaskan Way & Clay St
SEA00209,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,Republican St & Westlake Ave N
SEA00369,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,Republican St & Westlake Ave N
SEA00478,Pier 69 / Alaskan Way & Clay St,Pier 69 / Alaskan Way & Clay St
SEA00215,Pier 66 / Alaskan Way & Bell St,Key Arena / 1st Ave N & Harrison St
SEA00450,Pier 66 / Alaskan Way & Bell St,Key Arena / 1st Ave N & Harrison St
SEA00108,3rd Ave & Broad St,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail
SEA00426,2nd Ave & Vine St,Pier 69 / Alaskan Way & Clay St
SEA00460,2nd Ave & Vine St,Pier 69 / Alaskan Way & Clay St
SEA00160,Lake Union Park / Valley St & Boren Ave N,E Blaine St & Fairview Ave E
SEA00396,1st Ave & Marion St,Occidental Park / Occidental Ave S & S Washington St
SEA00214,Thomas St & 5th Ave N,Occidental Park / Occidental Ave S & S Washington St
SEA00055,Pier 69 / Alaskan Way & Clay St,6th Ave & Blanchard St
SEA00068,Children's Hospital / Sandpoint Way NE & 40th Ave NE,NE Pacific St/UW Medical Center
SEA00216,Children's Hospital / Sandpoint Way NE & 40th Ave NE,NE Pacific St/UW Medical Center
SEA00135,15th Ave E & E Thomas St,REI / Yale Ave N & John St
SEA00160,E Blaine St & Fairview Ave E,12th Ave & E Mercer St
SEA00132,15th Ave E & E Thomas St,Cal Anderson Park / 11th Ave & Pine St
SEA00047,12th Ave & E Denny Way,Cal Anderson Park / 11th Ave & Pine St
SEA00304,Burke Museum / E Stevens Way NE & Memorial Way NE,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE
SEA00137,Pier 69 / Alaskan Way & Clay St,Occidental Park / Occidental Ave S & S Washington St
SEA00448,E Blaine St & Fairview Ave E,Thomas St & 5th Ave N
SEA00334,E Blaine St & Fairview Ave E,Thomas St & 5th Ave N
SEA00348,6th Ave & Blanchard St,Union St & 4th Ave
SEA00090,E Pine St & 16th Ave,15th Ave E & E Thomas St
SEA00024,E Pine St & 16th Ave,15th Ave E & E Thomas St
SEA00443,3rd Ave & Broad St,2nd Ave & Blanchard St
SEA00051,3rd Ave & Broad St,2nd Ave & Blanchard St
SEA00034,City Hall / 4th Ave & James St,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail
SEA00148,City Hall / 4th Ave & James St,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail
SEA00188,3rd Ave & Broad St,2nd Ave & Blanchard St
SEA00340,Westlake Ave & 6th Ave,2nd Ave & Spring St
SEA00415,15th Ave E & E Thomas St,NE Pacific St/UW Medical Center
SEA00160,12th Ave & E Mercer St,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St
SEA00155,Summit Ave E & E Republican St,E Harrison St & Broadway Ave E
SEA00426,Pier 69 / Alaskan Way & Clay St,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail
SEA00460,Pier 69 / Alaskan Way & Clay St,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail
SEA00103,Harvard Ave & E Pine St,Dexter Ave N & Aloha St
SEA00451,PATH / 9th Ave & Westlake Ave,Thomas St & 5th Ave N
SEA00239,PATH / 9th Ave & Westlake Ave,Thomas St & 5th Ave N
SEA00309,NE 47th St & 12th Ave NE,NE 42nd St & University Way NE
SEA00151,9th Ave N & Mercer St,2nd Ave & Vine St
SEA00484,NE 47th St & 12th Ave NE,NE 42nd St & University Way NE
SEA00041,NE 47th St & 12th Ave NE,NE 42nd St & University Way NE
SEA00048,NE 47th St & 12th Ave NE,NE 42nd St & University Way NE
SEA00446,Lake Union Park / Valley St & Boren Ave N,12th Ave & NE Campus Pkwy
SEA00124,Eastlake Ave E & E Allison St,2nd Ave & Blanchard St
SEA00060,Key Arena / 1st Ave N & Harrison St,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail
SEA00232,Summit Ave E & E Republican St,E Blaine St & Fairview Ave E
SEA00182,E Harrison St & Broadway Ave E,1st Ave & Marion St
SEA00424,E Harrison St & Broadway Ave E,1st Ave & Marion St
SEA00410,Occidental Park / Occidental Ave S & S Washington St,2nd Ave & Pine St
SEA00349,Westlake Ave & 6th Ave,Westlake Ave & 6th Ave
SEA00488,Mercer St & 9th Ave N,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail
SEA00190,2nd Ave & Spring St,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail
SEA00274,2nd Ave & Spring St,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail
SEA00111,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,Occidental Park / Occidental Ave S & S Washington St
SEA00455,2nd Ave & Spring St,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail
SEA00139,2nd Ave & Spring St,2nd Ave & Pine St
SEA00196,PATH / 9th Ave & Westlake Ave,Key Arena / 1st Ave N & Harrison St
SEA00472,3rd Ave & Broad St,Occidental Park / Occidental Ave S & S Washington St
SEA00393,3rd Ave & Broad St,Occidental Park / Occidental Ave S & S Washington St
SEA00433,Westlake Ave & 6th Ave,9th Ave N & Mercer St
SEA00299,E Pine St & 16th Ave,PATH / 9th Ave & Westlake Ave
SEA00392,12th Ave & E Mercer St,Westlake Ave & 6th Ave
SEA00391,UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd,E Pine St & 16th Ave
SEA00266,UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd,E Pine St & 16th Ave
SEA00129,12th Ave & E Mercer St,Broadway and E Denny Way
SEA00304,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,15th Ave NE & NE 40th St
SEA00413,Key Arena / 1st Ave N & Harrison St,PATH / 9th Ave & Westlake Ave
SEA00064,2nd Ave & Vine St,2nd Ave & Spring St
SEA00037,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,Key Arena / 1st Ave N & Harrison St
SEA00103,Dexter Ave N & Aloha St,Pine St & 9th Ave
SEA00105,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,Key Arena / 1st Ave N & Harrison St
SEA00323,Pier 69 / Alaskan Way & Clay St,Pier 69 / Alaskan Way & Clay St
SEA00160,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,Key Arena / 1st Ave N & Harrison St
SEA00200,UW Engineering Library / E Stevens Way NE & Jefferson Rd,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE
SEA00387,Cal Anderson Park / 11th Ave & Pine St,Seattle University / E Columbia St & 12th Ave
SEA00034,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,Bellevue Ave & E Pine St
SEA00148,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,Bellevue Ave & E Pine St
SEA00444,6th Ave & Blanchard St,2nd Ave & Vine St
SEA00410,2nd Ave & Pine St,Occidental Park / Occidental Ave S & S Washington St
SEA00058,PATH / 9th Ave & Westlake Ave,Dexter Ave N & Aloha St
SEA00348,Union St & 4th Ave,Occidental Park / Occidental Ave S & S Washington St
SEA00448,Thomas St & 5th Ave N,Pier 66 / Alaskan Way & Bell St
SEA00491,Seattle University / E Columbia St & 12th Ave,UW Engineering Library / E Stevens Way NE & Jefferson Rd
SEA00238,Pier 69 / Alaskan Way & Clay St,Pier 66 / Alaskan Way & Bell St
SEA00478,Pier 69 / Alaskan Way & Clay St,Pier 66 / Alaskan Way & Bell St
SEA00103,Pine St & 9th Ave,9th Ave N & Mercer St
SEA00356,Pine St & 9th Ave,9th Ave N & Mercer St
SEA00229,NE Pacific St/UW Medical Center,Children's Hospital / Sandpoint Way NE & 40th Ave NE
SEA00386,NE Pacific St/UW Medical Center,Children's Hospital / Sandpoint Way NE & 40th Ave NE
SEA00449,NE 42nd St & University Way NE,12th Ave & NE Campus Pkwy
SEA00242,Broadway and E Denny Way,City Hall / 4th Ave & James St
SEA00136,Broadway and E Denny Way,City Hall / 4th Ave & James St
SEA00349,Westlake Ave & 6th Ave,Union St & 4th Ave
SEA00388,2nd Ave & Vine St,6th Ave & Blanchard St
SEA00081,Broadway and E Denny Way,E Harrison St & Broadway Ave E
SEA00095,Summit Ave E & E Republican St,6th Ave & Blanchard St
SEA00093,Harvard Ave & E Pine St,2nd Ave & Pine St
SEA00483,Harvard Ave & E Pine St,2nd Ave & Pine St
SEA00416,9th Ave N & Mercer St,E Blaine St & Fairview Ave E
SEA00385,Harvard Ave & E Pine St,2nd Ave & Pine St
SEA00007,9th Ave N & Mercer St,E Blaine St & Fairview Ave E
SEA00139,2nd Ave & Pine St,E Blaine St & Fairview Ave E
SEA00318,2nd Ave & Pine St,E Blaine St & Fairview Ave E
SEA00244,Thomas St & 5th Ave N,2nd Ave & Spring St
SEA00307,Thomas St & 5th Ave N,2nd Ave & Spring St
SEA00357,Thomas St & 5th Ave N,2nd Ave & Spring St
SEA00216,NE Pacific St/UW Medical Center,NE Pacific St/UW Medical Center
SEA00068,NE Pacific St/UW Medical Center,NE Pacific St/UW Medical Center
SEA00081,E Harrison St & Broadway Ave E,Harvard Ave & E Pine St
SEA00058,Dexter Ave N & Aloha St,PATH / 9th Ave & Westlake Ave
SEA00183,Pier 66 / Alaskan Way & Bell St,Thomas St & 5th Ave N
SEA00024,15th Ave E & E Thomas St,E Pine St & 16th Ave
SEA00049,Dexter Ave N & Aloha St,Lake Union Park / Valley St & Boren Ave N
SEA00323,Pier 69 / Alaskan Way & Clay St,Pier 69 / Alaskan Way & Clay St
SEA00075,Pier 69 / Alaskan Way & Clay St,Pier 69 / Alaskan Way & Clay St
SEA00400,Thomas St & 5th Ave N,PATH / 9th Ave & Westlake Ave
SEA00321,Thomas St & 5th Ave N,PATH / 9th Ave & Westlake Ave
SEA00437,3rd Ave & Broad St,2nd Ave & Pine St
SEA00337,City Hall / 4th Ave & James St,1st Ave & Marion St
SEA00458,Pier 69 / Alaskan Way & Clay St,Pier 69 / Alaskan Way & Clay St
SEA00232,E Blaine St & Fairview Ave E,E Blaine St & Fairview Ave E
SEA00007,E Blaine St & Fairview Ave E,E Blaine St & Fairview Ave E
SEA00257,Pier 69 / Alaskan Way & Clay St,Pier 69 / Alaskan Way & Clay St
SEA00091,12th Ave & E Mercer St,2nd Ave & Vine St
SEA00117,Key Arena / 1st Ave N & Harrison St,PATH / 9th Ave & Westlake Ave
SEA00129,Broadway and E Denny Way,Summit Ave & E Denny Way
SEA00400,PATH / 9th Ave & Westlake Ave,9th Ave N & Mercer St
SEA00203,Summit Ave & E Denny Way,1st Ave & Marion St
SEA00057,Pier 69 / Alaskan Way & Clay St,Occidental Park / Occidental Ave S & S Washington St
SEA00466,Pier 69 / Alaskan Way & Clay St,Occidental Park / Occidental Ave S & S Washington St
SEA00214,Occidental Park / Occidental Ave S & S Washington St,2nd Ave & Spring St
SEA00093,2nd Ave & Pine St,Occidental Park / Occidental Ave S & S Washington St
SEA00483,2nd Ave & Pine St,Occidental Park / Occidental Ave S & S Washington St
SEA00437,2nd Ave & Pine St,Occidental Park / Occidental Ave S & S Washington St
SEA00371,Dexter Ave N & Aloha St,King Street Station Plaza / 2nd Ave Extension S & S Jackson St
SEA00218,REI / Yale Ave N & John St,12th Ave & NE Campus Pkwy
SEA00157,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,Seattle University / E Columbia St & 12th Ave
SEA00095,6th Ave & Blanchard St,Republican St & Westlake Ave N
SEA00377,Pier 69 / Alaskan Way & Clay St,Pier 66 / Alaskan Way & Bell St
SEA00482,Pier 69 / Alaskan Way & Clay St,Pier 66 / Alaskan Way & Bell St
SEA00297,Pine St & 9th Ave,King Street Station Plaza / 2nd Ave Extension S & S Jackson St
SEA00033,Lake Union Park / Valley St & Boren Ave N,Lake Union Park / Valley St & Boren Ave N
SEA00430,Westlake Ave & 6th Ave,Dexter Ave N & Aloha St
SEA00379,E Pine St & 16th Ave,15th Ave E & E Thomas St
SEA00444,2nd Ave & Vine St,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail
SEA00151,2nd Ave & Vine St,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail
SEA00254,9th Ave N & Mercer St,Westlake Ave & 6th Ave
SEA00452,E Blaine St & Fairview Ave E,Lake Union Park / Valley St & Boren Ave N
SEA00007,E Blaine St & Fairview Ave E,Lake Union Park / Valley St & Boren Ave N
SEA00354,Westlake Ave & 6th Ave,REI / Yale Ave N & John St
SEA00109,Lake Union Park / Valley St & Boren Ave N,Lake Union Park / Valley St & Boren Ave N
SEA00023,7th Ave & Union St,E Blaine St & Fairview Ave E
SEA00223,Republican St & Westlake Ave N,Union St & 4th Ave
SEA00052,Bellevue Ave & E Pine St,6th Ave & Blanchard St
SEA00108,Union St & 4th Ave,Pine St & 9th Ave
SEA00405,Union St & 4th Ave,Pine St & 9th Ave
SEA00349,Union St & 4th Ave,Bellevue Ave & E Pine St
SEA00348,Union St & 4th Ave,Bellevue Ave & E Pine St
SEA00377,Pier 66 / Alaskan Way & Bell St,King Street Station Plaza / 2nd Ave Extension S & S Jackson St
SEA00218,12th Ave & NE Campus Pkwy,Eastlake Ave E & E Allison St
SEA00446,12th Ave & NE Campus Pkwy,NE Pacific St/UW Medical Center
SEA00098,Broadway and E Denny Way,Cal Anderson Park / 11th Ave & Pine St
SEA00155,E Harrison St & Broadway Ave E,REI / Yale Ave N & John St
SEA00281,Occidental Park / Occidental Ave S & S Washington St,Pier 69 / Alaskan Way & Clay St
SEA00483,Occidental Park / Occidental Ave S & S Washington St,2nd Ave & Vine St
SEA00104,3rd Ave & Broad St,Occidental Park / Occidental Ave S & S Washington St
SEA00132,Cal Anderson Park / 11th Ave & Pine St,E Blaine St & Fairview Ave E
SEA00012,15th Ave NE & NE 40th St,UW Intramural Activities Building
SEA00457,E Pine St & 16th Ave,Broadway and E Denny Way
SEA00465,City Hall / 4th Ave & James St,2nd Ave & Pine St
SEA00074,Occidental Park / Occidental Ave S & S Washington St,Pier 66 / Alaskan Way & Bell St
SEA00111,Occidental Park / Occidental Ave S & S Washington St,Pier 66 / Alaskan Way & Bell St
SEA00466,Occidental Park / Occidental Ave S & S Washington St,Pier 66 / Alaskan Way & Bell St
SEA00463,Summit Ave & E Denny Way,1st Ave & Marion St
SEA00437,Occidental Park / Occidental Ave S & S Washington St,3rd Ave & Broad St
SEA00167,Westlake Ave & 6th Ave,PATH / 9th Ave & Westlake Ave
SEA00318,E Blaine St & Fairview Ave E,Lake Union Park / Valley St & Boren Ave N
SEA00095,Republican St & Westlake Ave N,Key Arena / 1st Ave N & Harrison St
SEA00422,15th Ave NE & NE 40th St,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE
SEA00055,6th Ave & Blanchard St,1st Ave & Marion St
SEA00329,Pier 69 / Alaskan Way & Clay St,King Street Station Plaza / 2nd Ave Extension S & S Jackson St
SEA00392,Westlake Ave & 6th Ave,1st Ave & Marion St
SEA00398,Westlake Ave & 6th Ave,1st Ave & Marion St
SEA00430,Dexter Ave N & Aloha St,PATH / 9th Ave & Westlake Ave
SEA00223,Union St & 4th Ave,6th Ave & Blanchard St
SEA00139,E Blaine St & Fairview Ave E,2nd Ave & Spring St
SEA00380,6th Ave S & S King St,Seattle University / E Columbia St & 12th Ave
SEA00232,E Blaine St & Fairview Ave E,Lake Union Park / Valley St & Boren Ave N
SEA00264,7th Ave & Union St,E Blaine St & Fairview Ave E
SEA00260,2nd Ave & Vine St,Occidental Park / Occidental Ave S & S Washington St
SEA00129,Summit Ave & E Denny Way,Summit Ave E & E Republican St
SEA00093,Occidental Park / Occidental Ave S & S Washington St,Pier 66 / Alaskan Way & Bell St
SEA00419,PATH / 9th Ave & Westlake Ave,E Blaine St & Fairview Ave E
SEA00152,2nd Ave & Vine St,Occidental Park / Occidental Ave S & S Washington St
SEA00057,Occidental Park / Occidental Ave S & S Washington St,E Pine St & 16th Ave
