ID,FromStationName,ToStationName
SEA00182,6th Ave S & S King St,Occidental Park / Occidental Ave S & S Washington St
SEA00498,15th Ave E & E Thomas St,E Pine St & 16th Ave
SEA00457,Pier 69 / Alaskan Way & Clay St,Pier 69 / Alaskan Way & Clay St
SEA00238,12th Ave & E Mercer St,Lake Union Park / Valley St & Boren Ave N
SEA00060,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,2nd Ave & Pine St
SEA00348,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,2nd Ave & Pine St
SEA00263,Mercer St & 9th Ave N,PATH / 9th Ave & Westlake Ave
SEA00390,Cal Anderson Park / 11th Ave & Pine St,6th Ave S & S King St
SEA00324,12th Ave & E Mercer St,Broadway and E Denny Way
SEA00117,Pier 69 / Alaskan Way & Clay St,Key Arena / 1st Ave N & Harrison St
SEA00285,E Pine St & 16th Ave,Westlake Ave & 6th Ave
SEA00186,NE Pacific St/UW Medical Center,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE
SEA00317,Key Arena / 1st Ave N & Harrison St,Lake Union Park / Valley St & Boren Ave N
SEA00297,2nd Ave & Spring St,King Street Station Plaza / 2nd Ave Extension S & S Jackson St
SEA00262,2nd Ave & Spring St,King Street Station Plaza / 2nd Ave Extension S & S Jackson St
SEA00126,Cal Anderson Park / 11th Ave & Pine St,Summit Ave E & E Republican St
SEA00246,Key Arena / 1st Ave N & Harrison St,Republican St & Westlake Ave N
SEA00418,Key Arena / 1st Ave N & Harrison St,Republican St & Westlake Ave N
SEA00448,Union St & 4th Ave,15th Ave E & E Thomas St
SEA00114,Lake Union Park / Valley St & Boren Ave N,Pine St & 9th Ave
SEA00046,Occidental Park / Occidental Ave S & S Washington St,Key Arena / 1st Ave N & Harrison St
SEA00107,Occidental Park / Occidental Ave S & S Washington St,Key Arena / 1st Ave N & Harrison St
SEA00246,Republican St & Westlake Ave N,Summit Ave E & E Republican St
SEA00418,Republican St & Westlake Ave N,Summit Ave E & E Republican St
SEA00027,UW Intramural Activities Building,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE
SEA00370,6th Ave S & S King St,Pier 66 / Alaskan Way & Bell St
SEA00138,6th Ave S & S King St,Pier 66 / Alaskan Way & Bell St
SEA00132,Harvard Ave & E Pine St,E Blaine St & Fairview Ave E
SEA00214,Westlake Ave & 6th Ave,1st Ave & Marion St
SEA00011,Occidental Park / Occidental Ave S & S Washington St,Lake Union Park / Valley St & Boren Ave N
SEA00303,Occidental Park / Occidental Ave S & S Washington St,Lake Union Park / Valley St & Boren Ave N
SEA00346,2nd Ave & Pine St,2nd Ave & Spring St
SEA00348,2nd Ave & Pine St,2nd Ave & Spring St
SEA00140,2nd Ave & Blanchard St,E Harrison St & Broadway Ave E
SEA00342,Terry Ave & Stewart St,Dexter Ave N & Aloha St
SEA00332,2nd Ave & Pine St,6th Ave S & S King St
SEA00060,2nd Ave & Pine St,6th Ave S & S King St
SEA00021,1st Ave & Marion St,2nd Ave & Blanchard St
SEA00476,1st Ave & Marion St,2nd Ave & Blanchard St
SEA00475,1st Ave & Marion St,2nd Ave & Blanchard St
SEA00046,Key Arena / 1st Ave N & Harrison St,2nd Ave & Blanchard St
SEA00450,Broadway and E Denny Way,Westlake Ave & 6th Ave
SEA00074,Broadway and E Denny Way,Westlake Ave & 6th Ave
SEA00473,Broadway and E Denny Way,Westlake Ave & 6th Ave
SEA00291,E Harrison St & Broadway Ave E,Key Arena / 1st Ave N & Harrison St
SEA00221,Occidental Park / Occidental Ave S & S Washington St,King Street Station Plaza / 2nd Ave Extension S & S Jackson St
SEA00280,Occidental Park / Occidental Ave S & S Washington St,King Street Station Plaza / 2nd Ave Extension S & S Jackson St
SEA00352,Occidental Park / Occidental Ave S & S Washington St,King Street Station Plaza / 2nd Ave Extension S & S Jackson St
SEA00345,Occidental Park / Occidental Ave S & S Washington St,King Street Station Plaza / 2nd Ave Extension S & S Jackson St
SEA00385,E Pine St & 16th Ave,Union St & 4th Ave
SEA00459,12th Ave & E Mercer St,Republican St & Westlake Ave N
SEA00291,Key Arena / 1st Ave N & Harrison St,Republican St & Westlake Ave N
SEA00193,NE Pacific St/UW Medical Center,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE
SEA00257,3rd Ave & Broad St,PATH / 9th Ave & Westlake Ave
SEA00295,E Harrison St & Broadway Ave E,Broadway and E Denny Way
SEA00388,Dexter Ave N & Aloha St,Terry Ave & Stewart St
SEA00414,2nd Ave & Vine St,Union St & 4th Ave
SEA00282,NE Pacific St/UW Medical Center,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE
SEA00214,1st Ave & Marion St,Pier 69 / Alaskan Way & Clay St
SEA00481,Key Arena / 1st Ave N & Harrison St,E Blaine St & Fairview Ave E
SEA00498,E Pine St & 16th Ave,2nd Ave & Pine St
SEA00065,12th Ave & E Mercer St,Cal Anderson Park / 11th Ave & Pine St
SEA00204,E Pine St & 16th Ave,1st Ave & Marion St
SEA00230,E Pine St & 16th Ave,Republican St & Westlake Ave N
SEA00475,2nd Ave & Blanchard St,E Blaine St & Fairview Ave E
SEA00395,Summit Ave E & E Republican St,Republican St & Westlake Ave N
SEA00342,Dexter Ave N & Aloha St,REI / Yale Ave N & John St
SEA00265,2nd Ave & Vine St,Occidental Park / Occidental Ave S & S Washington St
SEA00219,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,Westlake Ave & 6th Ave
SEA00169,Terry Ave & Stewart St,Dexter Ave N & Aloha St
SEA00021,2nd Ave & Blanchard St,Occidental Park / Occidental Ave S & S Washington St
SEA00234,2nd Ave & Blanchard St,Occidental Park / Occidental Ave S & S Washington St
SEA00110,Pine St & 9th Ave,2nd Ave & Pine St
SEA00411,E Blaine St & Fairview Ave E,City Hall / 4th Ave & James St
SEA00416,Bellevue Ave & E Pine St,1st Ave & Marion St
SEA00278,Dexter Ave N & Aloha St,E Blaine St & Fairview Ave E
SEA00131,12th Ave & E Mercer St,City Hall / 4th Ave & James St
SEA00150,E Blaine St & Fairview Ave E,9th Ave N & Mercer St
SEA00090,3rd Ave & Broad St,Republican St & Westlake Ave N
SEA00262,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,Pier 69 / Alaskan Way & Clay St
SEA00056,NE Pacific St/UW Medical Center,UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd
SEA00338,Summit Ave E & E Republican St,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St
SEA00158,12th Ave & E Denny Way,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St
SEA00458,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,Pier 69 / Alaskan Way & Clay St
SEA00047,E Pine St & 16th Ave,Union St & 4th Ave
SEA00213,Harvard Ave & E Pine St,PATH / 9th Ave & Westlake Ave
SEA00110,2nd Ave & Pine St,Occidental Park / Occidental Ave S & S Washington St
SEA00155,3rd Ave & Broad St,6th Ave & Blanchard St
SEA00031,Dexter Ave N & Aloha St,Westlake Ave & 6th Ave
SEA00095,12th Ave & E Denny Way,Republican St & Westlake Ave N
SEA00139,E Pine St & 16th Ave,6th Ave & Blanchard St
SEA00209,Summit Ave E & E Republican St,E Blaine St & Fairview Ave E
SEA00201,12th Ave & E Mercer St,2nd Ave & Spring St
SEA00134,Bellevue Ave & E Pine St,Westlake Ave & 6th Ave
SEA00162,E Pine St & 16th Ave,3rd Ave & Broad St
SEA00021,Occidental Park / Occidental Ave S & S Washington St,Pier 69 / Alaskan Way & Clay St
SEA00175,Pine St & 9th Ave,2nd Ave & Pine St
SEA00075,Pine St & 9th Ave,2nd Ave & Pine St
SEA00126,Summit Ave E & E Republican St,2nd Ave & Spring St
SEA00387,Lake Union Park / Valley St & Boren Ave N,2nd Ave & Pine St
SEA00415,Bellevue Ave & E Pine St,Republican St & Westlake Ave N
SEA00245,3rd Ave & Broad St,E Blaine St & Fairview Ave E
SEA00048,Pier 69 / Alaskan Way & Clay St,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail
SEA00255,Summit Ave & E Denny Way,Union St & 4th Ave
SEA00495,Summit Ave E & E Republican St,Republican St & Westlake Ave N
SEA00304,Summit Ave & E Denny Way,3rd Ave & Broad St
SEA00069,E Pine St & 16th Ave,REI / Yale Ave N & John St
SEA00242,Summit Ave E & E Republican St,Republican St & Westlake Ave N
SEA00474,PATH / 9th Ave & Westlake Ave,Union St & 4th Ave
SEA00119,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,NE Pacific St/UW Medical Center
SEA00121,Summit Ave E & E Republican St,Union St & 4th Ave
SEA00411,City Hall / 4th Ave & James St,Republican St & Westlake Ave N
SEA00453,2nd Ave & Vine St,King Street Station Plaza / 2nd Ave Extension S & S Jackson St
SEA00165,12th Ave & E Denny Way,Seattle University / E Columbia St & 12th Ave
SEA00398,Seattle University / E Columbia St & 12th Ave,King Street Station Plaza / 2nd Ave Extension S & S Jackson St
SEA00457,Pier 69 / Alaskan Way & Clay St,Occidental Park / Occidental Ave S & S Washington St
SEA00349,Bellevue Ave & E Pine St,Union St & 4th Ave
SEA00305,6th Ave & Blanchard St,Dexter Ave N & Aloha St
SEA00196,12th Ave & E Mercer St,Pine St & 9th Ave
SEA00062,E Pine St & 16th Ave,Pine St & 9th Ave
SEA00107,Key Arena / 1st Ave N & Harrison St,Lake Union Park / Valley St & Boren Ave N
SEA00413,Pier 69 / Alaskan Way & Clay St,Occidental Park / Occidental Ave S & S Washington St
SEA00220,Key Arena / 1st Ave N & Harrison St,Terry Ave & Stewart St
SEA00470,6th Ave & Blanchard St,9th Ave N & Mercer St
SEA00044,E Harrison St & Broadway Ave E,Broadway and E Denny Way
SEA00215,7th Ave & Union St,Occidental Park / Occidental Ave S & S Washington St
SEA00176,Burke Museum / E Stevens Way NE & Memorial Way NE,NE Pacific St/UW Medical Center
SEA00299,Bellevue Ave & E Pine St,Lake Union Park / Valley St & Boren Ave N
SEA00481,E Blaine St & Fairview Ave E,Key Arena / 1st Ave N & Harrison St
SEA00494,Westlake Ave & 6th Ave,9th Ave N & Mercer St
SEA00200,3rd Ave & Broad St,Westlake Ave & 6th Ave
SEA00038,Seattle University / E Columbia St & 12th Ave,2nd Ave & Pine St
SEA00424,12th Ave & E Mercer St,PATH / 9th Ave & Westlake Ave
SEA00165,Seattle University / E Columbia St & 12th Ave,Bellevue Ave & E Pine St
SEA00256,E Harrison St & Broadway Ave E,2nd Ave & Pine St
SEA00210,Key Arena / 1st Ave N & Harrison St,2nd Ave & Blanchard St
SEA00006,Dexter Ave N & Aloha St,Republican St & Westlake Ave N
SEA00259,Cal Anderson Park / 11th Ave & Pine St,PATH / 9th Ave & Westlake Ave
SEA00099,Bellevue Ave & E Pine St,PATH / 9th Ave & Westlake Ave
SEA00422,Dexter Ave N & Aloha St,Dexter Ave N & Aloha St
SEA00461,Harvard Ave & E Pine St,2nd Ave & Spring St
SEA00196,Pine St & 9th Ave,Republican St & Westlake Ave N
SEA00481,Key Arena / 1st Ave N & Harrison St,9th Ave N & Mercer St
SEA00482,Thomas St & 5th Ave N,9th Ave N & Mercer St
SEA00321,Summit Ave & E Denny Way,Bellevue Ave & E Pine St
SEA00305,Dexter Ave N & Aloha St,Terry Ave & Stewart St
SEA00394,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,Pier 69 / Alaskan Way & Clay St
SEA00188,12th Ave & E Mercer St,2nd Ave & Spring St
SEA00303,Lake Union Park / Valley St & Boren Ave N,6th Ave & Blanchard St
SEA00157,E Pine St & 16th Ave,Pine St & 9th Ave
SEA00125,12th Ave & E Mercer St,Broadway and E Denny Way
SEA00371,12th Ave & E Mercer St,2nd Ave & Pine St
SEA00328,12th Ave & E Mercer St,2nd Ave & Pine St
SEA00245,E Blaine St & Fairview Ave E,Lake Union Park / Valley St & Boren Ave N
SEA00418,Summit Ave E & E Republican St,REI / Yale Ave N & John St
SEA00332,6th Ave S & S King St,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail
SEA00129,6th Ave S & S King St,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail
SEA00339,Summit Ave E & E Republican St,6th Ave & Blanchard St
SEA00255,Union St & 4th Ave,6th Ave & Blanchard St
SEA00174,Thomas St & 5th Ave N,E Blaine St & Fairview Ave E
SEA00185,Westlake Ave & 6th Ave,Mercer St & 9th Ave N
SEA00040,NE Pacific St/UW Medical Center,Children's Hospital / Sandpoint Way NE & 40th Ave NE
SEA00405,E Pine St & 16th Ave,Westlake Ave & 6th Ave
SEA00422,Dexter Ave N & Aloha St,9th Ave N & Mercer St
SEA00328,2nd Ave & Pine St,7th Ave & Union St
SEA00449,E Pine St & 16th Ave,2nd Ave & Vine St
SEA00174,E Blaine St & Fairview Ave E,Eastlake Ave E & E Allison St
SEA00266,E Harrison St & Broadway Ave E,9th Ave N & Mercer St
SEA00456,2nd Ave & Vine St,Pier 69 / Alaskan Way & Clay St
SEA00120,2nd Ave & Vine St,Pier 69 / Alaskan Way & Clay St
SEA00184,12th Ave & E Denny Way,Occidental Park / Occidental Ave S & S Washington St
SEA00390,6th Ave S & S King St,6th Ave S & S King St
SEA00093,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,12th Ave & NE Campus Pkwy
SEA00027,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,12th Ave & NE Campus Pkwy
SEA00184,Occidental Park / Occidental Ave S & S Washington St,2nd Ave & Spring St
SEA00448,15th Ave E & E Thomas St,Cal Anderson Park / 11th Ave & Pine St
SEA00464,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail
SEA00489,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail
SEA00176,NE Pacific St/UW Medical Center,Children's Hospital / Sandpoint Way NE & 40th Ave NE
SEA00383,City Hall / 4th Ave & James St,Bellevue Ave & E Pine St
SEA00320,City Hall / 4th Ave & James St,Bellevue Ave & E Pine St
SEA00018,NE Pacific St/UW Medical Center,Children's Hospital / Sandpoint Way NE & 40th Ave NE
SEA00083,2nd Ave & Spring St,King Street Station Plaza / 2nd Ave Extension S & S Jackson St
SEA00414,Union St & 4th Ave,Lake Union Park / Valley St & Boren Ave N
SEA00426,REI / Yale Ave N & John St,2nd Ave & Pine St
SEA00456,Pier 69 / Alaskan Way & Clay St,Westlake Ave & 6th Ave
SEA00120,Pier 69 / Alaskan Way & Clay St,Westlake Ave & 6th Ave
SEA00091,12th Ave & NE Campus Pkwy,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE
SEA00093,12th Ave & NE Campus Pkwy,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE
SEA00105,15th Ave NE & NE 40th St,UW Engineering Library / E Stevens Way NE & Jefferson Rd
SEA00115,PATH / 9th Ave & Westlake Ave,Lake Union Park / Valley St & Boren Ave N
SEA00247,2nd Ave & Vine St,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail
SEA00404,2nd Ave & Vine St,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail
SEA00486,15th Ave E & E Thomas St,12th Ave & E Mercer St
SEA00339,6th Ave & Blanchard St,Union St & 4th Ave
SEA00426,2nd Ave & Pine St,Terry Ave & Stewart St
SEA00013,E Blaine St & Fairview Ave E,Mercer St & 9th Ave N
SEA00064,UW Engineering Library / E Stevens Way NE & Jefferson Rd,15th Ave NE & NE 40th St
SEA00175,2nd Ave & Pine St,Occidental Park / Occidental Ave S & S Washington St
SEA00117,Key Arena / 1st Ave N & Harrison St,Pier 69 / Alaskan Way & Clay St
SEA00462,Key Arena / 1st Ave N & Harrison St,Pier 69 / Alaskan Way & Clay St
SEA00280,Harvard Ave & E Pine St,Summit Ave & E Denny Way
SEA00184,2nd Ave & Spring St,Thomas St & 5th Ave N
SEA00461,2nd Ave & Spring St,Thomas St & 5th Ave N
SEA00105,UW Engineering Library / E Stevens Way NE & Jefferson Rd,NE Pacific St/UW Medical Center
SEA00182,Occidental Park / Occidental Ave S & S Washington St,2nd Ave & Spring St
SEA00301,NE 47th St & 12th Ave NE,Eastlake Ave E & E Allison St
SEA00418,REI / Yale Ave N & John St,PATH / 9th Ave & Westlake Ave
SEA00309,NE 47th St & 12th Ave NE,Eastlake Ave E & E Allison St
SEA00142,12th Ave & E Mercer St,Westlake Ave & 6th Ave
SEA00254,2nd Ave & Spring St,Occidental Park / Occidental Ave S & S Washington St
SEA00306,NE 47th St & 12th Ave NE,Eastlake Ave E & E Allison St
SEA00021,Pier 69 / Alaskan Way & Clay St,Pier 69 / Alaskan Way & Clay St
SEA00054,Union St & 4th Ave,Thomas St & 5th Ave N
SEA00087,Mercer St & 9th Ave N,PATH / 9th Ave & Westlake Ave
SEA00395,Thomas St & 5th Ave N,Lake Union Park / Valley St & Boren Ave N
SEA00500,Thomas St & 5th Ave N,Lake Union Park / Valley St & Boren Ave N
SEA00416,1st Ave & Marion St,6th Ave S & S King St
SEA00458,Pier 69 / Alaskan Way & Clay St,Pier 66 / Alaskan Way & Bell St
SEA00090,3rd Ave & Broad St,Union St & 4th Ave
SEA00309,Eastlake Ave E & E Allison St,E Blaine St & Fairview Ave E
SEA00301,Eastlake Ave E & E Allison St,E Blaine St & Fairview Ave E
SEA00285,Westlake Ave & 6th Ave,Lake Union Park / Valley St & Boren Ave N
SEA00306,Eastlake Ave E & E Allison St,E Blaine St & Fairview Ave E
SEA00280,Summit Ave & E Denny Way,Harvard Ave & E Pine St
SEA00468,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE
SEA00359,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE
SEA00262,Pier 69 / Alaskan Way & Clay St,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail
SEA00108,Cal Anderson Park / 11th Ave & Pine St,2nd Ave & Pine St
SEA00334,Cal Anderson Park / 11th Ave & Pine St,2nd Ave & Pine St
SEA00189,Lake Union Park / Valley St & Boren Ave N,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail
SEA00317,Lake Union Park / Valley St & Boren Ave N,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail
SEA00138,Pier 66 / Alaskan Way & Bell St,Pier 69 / Alaskan Way & Clay St
SEA00306,E Blaine St & Fairview Ave E,Lake Union Park / Valley St & Boren Ave N
SEA00135,NE 47th St & 12th Ave NE,12th Ave & NE Campus Pkwy
SEA00301,E Blaine St & Fairview Ave E,Lake Union Park / Valley St & Boren Ave N
SEA00309,E Blaine St & Fairview Ave E,Lake Union Park / Valley St & Boren Ave N
SEA00138,Pier 69 / Alaskan Way & Clay St,Key Arena / 1st Ave N & Harrison St
SEA00247,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,Pier 69 / Alaskan Way & Clay St
SEA00493,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,Pier 69 / Alaskan Way & Clay St
SEA00404,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,Pier 69 / Alaskan Way & Clay St
SEA00397,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,Pier 69 / Alaskan Way & Clay St
SEA00394,Pier 69 / Alaskan Way & Clay St,Pier 69 / Alaskan Way & Clay St
SEA00021,Pier 69 / Alaskan Way & Clay St,Pier 69 / Alaskan Way & Clay St
SEA00108,2nd Ave & Pine St,Broadway and E Denny Way
SEA00334,2nd Ave & Pine St,Broadway and E Denny Way
SEA00262,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,6th Ave S & S King St
SEA00106,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,6th Ave S & S King St
SEA00090,Union St & 4th Ave,1st Ave & Marion St
SEA00371,2nd Ave & Pine St,2nd Ave & Blanchard St
SEA00038,2nd Ave & Pine St,2nd Ave & Blanchard St
SEA00214,Pier 69 / Alaskan Way & Clay St,Pier 69 / Alaskan Way & Clay St
SEA00253,Pier 69 / Alaskan Way & Clay St,Pier 69 / Alaskan Way & Clay St
SEA00085,Pier 66 / Alaskan Way & Bell St,Union St & 4th Ave
SEA00450,Westlake Ave & 6th Ave,2nd Ave & Spring St
SEA00285,Lake Union Park / Valley St & Boren Ave N,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St
SEA00278,Dexter Ave N & Aloha St,Thomas St & 5th Ave N
SEA00242,3rd Ave & Broad St,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail
SEA00112,NE Pacific St/UW Medical Center,NE Pacific St/UW Medical Center
SEA00312,Dexter Ave N & Aloha St,3rd Ave & Broad St
SEA00209,Dexter Ave N & Aloha St,3rd Ave & Broad St
SEA00262,6th Ave S & S King St,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail
SEA00404,Pier 69 / Alaskan Way & Clay St,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail
SEA00371,2nd Ave & Blanchard St,Pier 69 / Alaskan Way & Clay St
SEA00038,2nd Ave & Blanchard St,Pier 69 / Alaskan Way & Clay St
SEA00387,2nd Ave & Pine St,2nd Ave & Vine St
SEA00369,Republican St & Westlake Ave N,City Hall / 4th Ave & James St
SEA00256,2nd Ave & Pine St,2nd Ave & Vine St
SEA00200,Westlake Ave & 6th Ave,REI / Yale Ave N & John St
SEA00328,7th Ave & Union St,2nd Ave & Blanchard St
SEA00031,Thomas St & 5th Ave N,Pier 69 / Alaskan Way & Clay St
SEA00278,Thomas St & 5th Ave N,Pier 69 / Alaskan Way & Clay St
SEA00184,Thomas St & 5th Ave N,Pier 69 / Alaskan Way & Clay St
SEA00253,Pier 69 / Alaskan Way & Clay St,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail
SEA00214,Pier 69 / Alaskan Way & Clay St,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail
SEA00493,Pier 69 / Alaskan Way & Clay St,Occidental Park / Occidental Ave S & S Washington St
SEA00247,Pier 69 / Alaskan Way & Clay St,Occidental Park / Occidental Ave S & S Washington St
SEA00162,3rd Ave & Broad St,Occidental Park / Occidental Ave S & S Washington St
SEA00404,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,Key Arena / 1st Ave N & Harrison St
SEA00285,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,3rd Ave & Broad St
SEA00312,3rd Ave & Broad St,2nd Ave & Spring St
SEA00095,3rd Ave & Broad St,2nd Ave & Spring St
SEA00080,Pier 66 / Alaskan Way & Bell St,3rd Ave & Broad St
SEA00143,Pier 66 / Alaskan Way & Bell St,3rd Ave & Broad St
SEA00178,Children's Hospital / Sandpoint Way NE & 40th Ave NE,12th Ave & NE Campus Pkwy
SEA00200,REI / Yale Ave N & John St,PATH / 9th Ave & Westlake Ave
SEA00313,Children's Hospital / Sandpoint Way NE & 40th Ave NE,12th Ave & NE Campus Pkwy
SEA00074,Westlake Ave & 6th Ave,6th Ave & Blanchard St
SEA00237,Key Arena / 1st Ave N & Harrison St,Thomas St & 5th Ave N
SEA00148,Cal Anderson Park / 11th Ave & Pine St,6th Ave & Blanchard St
SEA00239,Cal Anderson Park / 11th Ave & Pine St,Cal Anderson Park / 11th Ave & Pine St
SEA00333,PATH / 9th Ave & Westlake Ave,Key Arena / 1st Ave N & Harrison St
SEA00281,Cal Anderson Park / 11th Ave & Pine St,6th Ave & Blanchard St
SEA00319,Cal Anderson Park / 11th Ave & Pine St,6th Ave & Blanchard St
SEA00299,Lake Union Park / Valley St & Boren Ave N,2nd Ave & Spring St
SEA00107,Lake Union Park / Valley St & Boren Ave N,2nd Ave & Spring St
SEA00068,Cal Anderson Park / 11th Ave & Pine St,6th Ave & Blanchard St
SEA00184,Pier 69 / Alaskan Way & Clay St,Key Arena / 1st Ave N & Harrison St
SEA00394,Pier 69 / Alaskan Way & Clay St,Key Arena / 1st Ave N & Harrison St
SEA00031,Pier 69 / Alaskan Way & Clay St,Key Arena / 1st Ave N & Harrison St
SEA00278,Pier 69 / Alaskan Way & Clay St,Key Arena / 1st Ave N & Harrison St
SEA00220,Terry Ave & Stewart St,Westlake Ave & 6th Ave
SEA00305,Terry Ave & Stewart St,Westlake Ave & 6th Ave
SEA00021,Pier 69 / Alaskan Way & Clay St,Key Arena / 1st Ave N & Harrison St
SEA00276,Mercer St & 9th Ave N,Pier 69 / Alaskan Way & Clay St
SEA00013,Mercer St & 9th Ave N,Pier 69 / Alaskan Way & Clay St
SEA00185,Mercer St & 9th Ave N,Pier 69 / Alaskan Way & Clay St
SEA00447,6th Ave & Blanchard St,3rd Ave & Broad St
SEA00074,6th Ave & Blanchard St,3rd Ave & Broad St
SEA00155,6th Ave & Blanchard St,3rd Ave & Broad St
SEA00255,6th Ave & Blanchard St,3rd Ave & Broad St
SEA00389,2nd Ave & Pine St,Occidental Park / Occidental Ave S & S Washington St
SEA00430,2nd Ave & Pine St,6th Ave & Blanchard St
SEA00284,2nd Ave & Pine St,Occidental Park / Occidental Ave S & S Washington St
SEA00360,Pier 66 / Alaskan Way & Bell St,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail
SEA00222,Pier 66 / Alaskan Way & Bell St,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail
SEA00137,Pier 66 / Alaskan Way & Bell St,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail
SEA00371,Pier 69 / Alaskan Way & Clay St,1st Ave & Marion St
SEA00111,E Blaine St & Fairview Ave E,Key Arena / 1st Ave N & Harrison St
SEA00115,Key Arena / 1st Ave N & Harrison St,2nd Ave & Blanchard St
SEA00471,Thomas St & 5th Ave N,PATH / 9th Ave & Westlake Ave
SEA00461,Thomas St & 5th Ave N,PATH / 9th Ave & Westlake Ave
SEA00167,Cal Anderson Park / 11th Ave & Pine St,3rd Ave & Broad St
SEA00448,Cal Anderson Park / 11th Ave & Pine St,3rd Ave & Broad St
SEA00343,15th Ave NE & NE 40th St,Cal Anderson Park / 11th Ave & Pine St
SEA00380,Thomas St & 5th Ave N,Thomas St & 5th Ave N
SEA00342,REI / Yale Ave N & John St,1st Ave & Marion St
SEA00045,Thomas St & 5th Ave N,Thomas St & 5th Ave N
SEA00497,UW Intramural Activities Building,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE
SEA00075,2nd Ave & Pine St,7th Ave & Union St
SEA00222,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,King Street Station Plaza / 2nd Ave Extension S & S Jackson St
SEA00137,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail
SEA00189,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail
SEA00492,REI / Yale Ave N & John St,12th Ave & NE Campus Pkwy
SEA00475,E Blaine St & Fairview Ave E,Key Arena / 1st Ave N & Harrison St
SEA00285,3rd Ave & Broad St,Pier 69 / Alaskan Way & Clay St
SEA00229,PATH / 9th Ave & Westlake Ave,Pine St & 9th Ave
SEA00418,PATH / 9th Ave & Westlake Ave,Pine St & 9th Ave
SEA00295,Broadway and E Denny Way,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail
SEA00125,Broadway and E Denny Way,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail
SEA00430,6th Ave & Blanchard St,6th Ave & Blanchard St
SEA00309,6th Ave & Blanchard St,6th Ave & Blanchard St
SEA00143,3rd Ave & Broad St,2nd Ave & Pine St
SEA00276,Pier 69 / Alaskan Way & Clay St,King Street Station Plaza / 2nd Ave Extension S & S Jackson St
SEA00405,Westlake Ave & 6th Ave,E Blaine St & Fairview Ave E
SEA00278,Key Arena / 1st Ave N & Harrison St,Union St & 4th Ave
SEA00471,PATH / 9th Ave & Westlake Ave,Republican St & Westlake Ave N
